case_id,model,temperature,trial,judge,tag_id,score,judge_success,judge_error,retry_count,elapsed_sec
A1,gemini,0.0,8,gemini,A1_08,1,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_09,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_11,0,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_12,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_14,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_15,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_16,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_17,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_18,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_19,2,True,,0,7.4
A1,gemini,0.0,8,gemini,A1_20,2,True,,0,7.4
A1,gpt,0.0,9,gemini,A1_08,0,True,,0,7.5
A1,gemini,0.0,2,gemini,A1_08,1,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_09,2,True,,0,7.51
A1,gpt,0.0,9,gemini,A1_09,2,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_08,1,True,,0,7.54
A1,gemini,0.0,2,gemini,A1_11,0,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_12,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_14,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_15,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_16,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_17,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_18,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_19,2,True,,0,7.51
A1,gemini,0.0,2,gemini,A1_20,2,True,,0,7.51
A1,gpt,0.0,9,gemini,A1_11,0,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_09,2,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_12,0,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_11,0,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_14,1,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_12,2,True,,0,7.54
A1,gemini,0.0,9,gemini,A1_14,2,True,,0,7.54
A1,gemini,0.0,9,gemini,A1_15,2,True,,0,7.54
A1,gemini,0.0,9,gemini,A1_16,2,True,,0,7.54
A1,gemini,0.0,9,gemini,A1_17,2,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_15,1,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_18,2,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_16,0,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_19,2,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_17,2,True,,0,7.5
A1,gemini,0.0,9,gemini,A1_20,2,True,,0,7.54
A1,gpt,0.0,9,gemini,A1_18,0,True,,0,7.5
A1,gpt,0.0,9,gemini,A1_19,2,True,,0,7.5
A1,gpt,0.0,9,gemini,A1_20,0,True,,0,7.5
A1,gemini,0.0,1,gemini,A1_08,1,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_09,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_11,0,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_08,1,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_12,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_09,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_14,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_11,0,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_12,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_15,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_14,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_15,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_16,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_16,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_17,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_17,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_18,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_18,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_19,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_19,2,True,,0,7.6
A1,gemini,0.0,1,gemini,A1_20,2,True,,0,7.6
A1,gemini,0.0,12,gemini,A1_20,2,True,,0,7.6
A1,gemini,0.0,3,gemini,A1_08,1,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_09,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_11,0,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_12,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_14,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_15,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_16,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_17,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_18,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_19,2,True,,0,7.71
A1,gemini,0.0,3,gemini,A1_20,2,True,,0,7.71
A1,gpt,0.0,5,gemini,A1_08,1,True,,0,7.17
A1,gpt,0.0,5,gemini,A1_09,2,True,,0,7.17
A1,gpt,0.0,5,gemini,A1_11,0,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_08,1,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_12,0,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_09,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_14,2,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_11,0,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_15,2,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_12,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_16,0,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_14,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_17,2,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_15,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_18,0,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_16,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_19,2,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_17,2,True,,0,8.18
A1,gpt,0.0,5,gemini,A1_20,2,True,,0,7.17
A1,gemini,0.0,14,gemini,A1_18,2,True,,0,8.18
A1,gemini,0.0,14,gemini,A1_19,2,True,,0,8.18
A1,gemini,0.0,14,gemini,A1_20,2,True,,0,8.18
A1,gpt,0.0,4,gemini,A1_08,1,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_09,2,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_11,0,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_12,0,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_14,2,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_15,2,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_16,0,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_17,2,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_18,0,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_19,2,True,,0,8.24
A1,gpt,0.0,4,gemini,A1_20,2,True,,0,8.24
A1,gpt,0.0,3,gemini,A1_08,0,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_08,2,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_09,2,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_09,2,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_11,0,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_11,0,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_12,0,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_12,0,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_14,1,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_14,1,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_15,1,True,,0,1.01
A1,gpt,0.0,3,gemini,A1_16,0,True,,0,1.01
A1,gpt,0.0,6,gemini,A1_15,1,True,,0,1.01
